"Index" "Close"
2006-01-03 34.2842976493738
2006-01-04 34.5797610378502
2006-01-05 34.2588248758382
2006-01-06 34.8344734904586
2006-01-09 34.8599462639942
2006-01-10 34.7886272866887
2006-01-11 34.8956060073594
2006-01-12 34.6663663282865
2006-01-13 34.997489460128
2006-01-17 35.2572971806385
2006-01-18 34.8497598035895
2006-01-19 34.814095984825
2006-01-20 34.7784367508848
2006-01-23 35.185978203333
2006-01-24 34.9567385242601
2006-01-25 34.8905107394574
2006-01-26 35.0739037053355
2006-01-27 35.598610848284
2006-01-30 36.2303007873024
2006-01-31 36.5767097228499
2006-02-01 36.0112475686342
2006-02-02 35.4152178824059
2006-02-03 34.7122125320564
2006-02-06 34.6714580302141
2006-02-07 33.7799644460845
2006-02-08 33.824453057321
2006-02-09 33.6600576774384
2006-02-10 33.8552803697977
2006-02-13 33.7011571645805
2006-02-14 33.5727228726901
2006-02-15 33.2542083974876
2006-02-16 33.5573117851375
2006-02-17 33.5984117860168
2006-02-21 33.4545658928367
2006-02-22 33.0692630171653
2006-02-23 32.8021171213473
2006-02-24 32.7764307767064
2006-02-27 32.6993717427836
2006-02-28 32.3808531576838
2006-03-01 33.1976973090558
2006-03-02 33.0076130158464
2006-03-03 33.1925589099058
2006-03-06 32.6531348839659
2006-03-07 32.4270895027644
2006-03-08 32.6993717427836
2006-03-09 32.6325848835263
2006-03-10 32.9665130149671
2006-03-13 33.1257741055971
2006-03-14 33.5573117851375
2006-03-15 33.5316233855479
2006-03-16 33.8039071667787
2006-03-17 33.3261316009462
2006-03-20 32.8791787239559
2006-03-21 32.5966237955341
2006-03-22 32.6171737959738
2006-03-23 32.4733258478449
2006-03-24 33.033301415436
2006-03-27 33.1976973090558
2006-03-28 33.084674618455
2006-03-29 33.4186042911073
2006-03-30 33.8450030577606
2006-03-31 33.4699774941264
2006-04-03 33.7525303675995
2006-04-04 34.4820402279603
2006-04-05 34.7286314997041
2006-04-06 34.7337704125912
2006-04-07 34.5128629168025
2006-04-10 35.2269575797134
2006-04-11 35.4632761630547
2006-04-12 35.4170413591856
2006-04-13 35.4684145622046
2006-04-17 35.9564633301769
2006-04-18 37.0404487537323
2006-04-19 37.0866871537615
2006-04-20 36.660284790948
2006-04-21 37.7956434175225
2006-04-24 37.4822632315726
2006-04-25 37.4052021427012
2006-04-26 37.1431987559305
2006-04-27 36.9068760626919
2006-04-28 36.6859731905376
2006-05-01 37.0918219567513
2006-05-02 37.8316045055146
2006-05-03 37.0250376661798
2006-05-04 37.1791603576598
2006-05-05 37.620974321763
2006-05-08 37.055860355022
2006-05-09 37.1997103580995
2006-05-10 37.5316462166434
2006-05-11 37.5834706738882
2006-05-12 36.7179941013792
2006-05-15 36.3552213459165
2006-05-16 36.4951467067527
2006-05-17 35.0855068550516
2006-05-18 35.1476983803943
2006-05-19 35.4379166884144
2006-05-22 35.1787918109417
2006-05-23 35.3498152665732
2006-05-24 34.9818584588118
2006-05-25 36.0546354515487
2006-05-26 36.0183579687025
2006-05-30 35.5882096355983
2006-05-31 35.8680650215186
2006-06-01 35.7488696508802
2006-06-02 36.0494519174997
2006-06-05 35.5208387222047
2006-06-06 35.0595969585531
2006-06-07 34.5724406341552
2006-06-08 34.3599603076266
2006-06-09 34.1526598873987
2006-06-12 33.8157965101847
2006-06-13 33.2923632211904
2006-06-14 33.4219256599267
2006-06-15 34.3858702041251
2006-06-16 34.3236828247804
2006-06-19 33.701781045847
2006-06-20 33.8209800442337
2006-06-21 34.1733898775965
2006-06-22 34.282222326135
2006-06-23 34.3599603076266
2006-06-26 34.4636087038664
2006-06-27 34.3547767735776
2006-06-28 35.0025889672593
2006-06-29 35.9665340297075
2006-06-30 36.2101119327815
2006-07-03 36.7335410757778
2006-07-05 36.5884316626429
2006-07-06 36.635076213587
2006-07-07 36.8320100839667
2006-07-10 36.7646386523233
2006-07-11 37.2932518476183
2006-07-12 36.8164631095681
2006-07-13 36.5884316626429
2006-07-14 36.6713536964332
2006-07-17 35.8991589703158
2006-07-18 35.9043425043648
2006-07-19 36.3241232511212
2006-07-20 35.9147095724627
2006-07-21 36.0131744346535
2006-07-24 36.6972641111814
2006-07-25 36.7439086621255
2006-07-26 37.4279978204036
2006-07-27 38.1017204288336
2006-07-28 38.4489503558957
2006-07-31 38.277927418514
2006-08-01 38.4593137962454
2006-08-02 38.5747264460007
2006-08-03 38.1827068842332
2006-08-04 38.6688111408249
2006-08-07 38.7419881256882
2006-08-08 38.4701852827323
2006-08-09 38.7681201496756
2006-08-10 38.3604203281302
2006-08-11 38.2140674037891
2006-08-14 37.9736292619311
2006-08-15 38.4701852827323
2006-08-16 38.2140674037891
2006-08-17 38.0990739536185
2006-08-18 38.7053996332566
2006-08-21 38.951062089141
2006-08-22 38.569498473125
2006-08-23 38.3342841226007
2006-08-24 38.5433622675956
2006-08-25 38.2558833464037
2006-08-28 38.2192953766649
2006-08-29 37.926584823748
2006-08-30 37.8795440444142
2006-08-31 37.4038920747247
2006-09-01 37.5554729719415
2006-09-05 37.6181976699025
2006-09-06 36.8550667790212
2006-09-07 36.4682715312802
2006-09-08 36.0083029575251
2006-09-11 35.4542502116386
2006-09-12 35.4490222387629
2006-09-13 35.6790080937187
2006-09-14 35.2713082721732
2006-09-15 35.2190358611144
2006-09-18 35.6215118913261
2006-09-19 34.7486155231499
2006-09-20 34.858380477752
2006-09-21 35.4437942658872
2006-09-22 34.9942779790344
2006-09-25 35.1667676315976
2006-09-26 35.1249511662902
2006-09-27 35.7051406403988
2006-09-28 35.5587871933651
2006-09-29 35.7417286101377
2006-10-02 35.4856102085018
2006-10-03 34.8897409973079
2006-10-04 35.2660802992975
2006-10-05 35.1301791391659
2006-10-06 34.9054212570859
2006-10-09 34.6754348794374
2006-10-10 35.0726824140806
2006-10-11 34.8479245320006
2006-10-12 35.2817605590754
2006-10-13 35.5274266738092
2006-10-16 36.1964728698663
2006-10-17 36.0814799423884
2006-10-18 35.5169707280577
2006-10-19 36.0657996826104
2006-10-20 35.8776297702693
2006-10-23 35.7260483503598
2006-10-24 36.0135314530936
2006-10-25 36.4996357096853
2006-10-26 37.4927524555224
2006-10-27 37.3725315551688
2006-10-30 37.3568512953908
2006-10-31 37.6338779296805
2006-11-01 37.3646379283772
