"Index" "Close"
2006-01-03 32.2123169603731
2006-01-04 32.5445084922967
2006-01-05 32.1519193693898
2006-01-06 32.7659651514946
2006-01-09 32.7206685940388
2006-01-10 32.6300714525878
2006-01-11 32.770999835972
2006-01-12 32.5143064252416
2006-01-13 32.8112657354899
2006-01-17 32.9924605217095
2006-01-18 32.7005353926212
2006-01-19 32.6602689897858
2006-01-20 32.7005353926212
2006-01-23 33.103187341356
2006-01-24 32.8112657354899
2006-01-25 32.7055695737811
2006-01-26 32.9622589579718
2006-01-27 33.4806754307354
2006-01-30 33.9588290238857
2006-01-31 34.2809521934895
2006-02-01 33.8682318824347
2006-02-02 33.3145831879957
2006-02-03 32.6602689897858
2006-02-06 32.6904670303012
2006-02-07 31.814695669576
2006-02-08 31.8992937951022
2006-02-09 31.8434365168986
2006-02-10 31.8231244562316
2006-02-13 31.8028144267199
2006-02-14 31.6352430998977
2006-02-15 31.4524391239946
2006-02-16 31.6657114447926
2006-02-17 31.8586717049236
2006-02-21 31.620009943028
2006-02-22 31.239168326563
2006-02-23 30.9497292058385
2006-02-24 30.9751181391473
2006-02-27 30.9294171451716
2006-02-28 30.7110679517317
2006-03-01 31.4422828397667
2006-03-02 31.3508828829704
2006-03-03 31.4778300884587
2006-03-06 31.025896005765
2006-03-07 30.7923136554554
2006-03-08 30.9700412665055
2006-03-09 30.8786387707651
2006-03-10 31.1934673325872
2006-03-13 31.3458039791732
2006-03-14 31.6707883174345
2006-03-15 31.6606320332066
2006-03-16 32.0008515594929
2006-03-17 31.604777293947
2006-03-20 31.1172985015054
2006-03-21 30.848170933659
2006-03-22 30.8634040905288
2006-03-23 30.7618478495046
2006-03-24 31.239168326563
2006-03-27 31.3305708223034
2006-03-28 31.239168326563
2006-03-29 31.7215682152074
2006-03-30 31.9957726556957
2006-03-31 31.6149310392308
2006-04-03 31.9145264441832
2006-04-04 32.4578604836731
2006-04-05 32.7371458591139
2006-04-06 32.7422247629111
2006-04-07 32.5340298225438
2006-04-10 33.1484537893184
2006-04-11 33.3515698258885
2006-04-12 33.2957130554736
2006-04-13 33.3668029827583
2006-04-17 33.7933476243543
2006-04-18 34.7327564371789
2006-04-19 34.8038463644636
2006-04-20 34.3112906993801
2006-04-21 35.4944396701088
2006-04-24 35.413191427441
2006-04-25 35.3116351864168
2006-04-26 35.1237517989276
2006-04-27 34.8038463644636
2006-04-28 34.5956509163074
2006-05-01 34.8850905448208
2006-05-02 35.5858416580604
2006-05-03 34.8647825464644
2006-05-04 34.9815714365696
2006-05-05 35.4182703312382
2006-05-08 35.1135980536439
2006-05-09 35.1237517989276
2006-05-10 35.4263589221008
2006-05-11 35.3853651960977
2006-05-12 34.7294133091268
2006-05-15 34.2989484384935
2006-05-16 34.5961762689465
2006-05-17 33.3150262450972
2006-05-18 33.3355251579388
2006-05-19 33.5815039126779
2006-05-22 33.3662717335912
2006-05-23 33.3611455961158
2006-05-24 33.1356662666783
2006-05-25 34.2528249877949
2006-05-26 34.0939639222176
2006-05-30 33.7044932900474
2006-05-31 33.9812222076588
2006-06-01 33.8531072052739
2006-06-02 34.0888382972022
2006-06-05 33.6122499758702
2006-06-06 33.299652957271
2006-06-07 32.7871914103513
2006-06-08 32.6590764079664
2006-06-09 32.4130956033873
2006-06-12 32.0236270210571
2006-06-13 31.5111670115174
2006-06-14 31.7827697916534
2006-06-15 32.6180806321232
2006-06-16 32.5412106057722
2006-06-19 31.803268704495
2006-06-20 32.0799955722665
2006-06-21 32.4182191785627
2006-06-22 32.5053384051044
2006-06-23 32.6180806321232
2006-06-26 32.6949480961741
2006-06-27 32.5617095186138
2006-06-28 33.1920332805076
2006-06-29 34.0580917215498
2006-06-30 34.3245729763505
2006-07-03 34.7857839101762
2006-07-05 34.6884190706637
2006-07-06 34.6525473824559
2006-07-07 34.847280648701
2006-07-10 34.847280648701
2006-07-11 35.2982439197159
2006-07-12 34.8421550236856
2006-07-13 34.6525473824559
2006-07-14 34.6730462952975
2006-07-17 34.047844058739
2006-07-18 34.0888382972022
2006-07-19 34.4936822171985
2006-07-20 34.1195884600746
2006-07-21 34.2835756631273
2006-07-24 34.821656110844
2006-07-25 34.8524062737164
2006-07-26 35.6159706630106
2006-07-27 36.1335562975657
2006-07-28 36.3897863023355
2006-07-31 36.2821702127922
2006-08-01 36.4154072529725
2006-08-02 36.6691753262616
2006-08-03 36.3020704398166
2006-08-04 36.7880988631989
2006-08-07 36.777755280668
2006-08-08 36.5399128602423
2006-08-09 36.9070177466873
2006-08-10 36.5244018813699
2006-08-11 36.3641179746555
2006-08-14 36.1004215098763
2006-08-15 36.66400792992
